search,non_terminals,derivation_rules,time,programs,queue,bank,seed
cd16,4,13,13.00057879916623,1000000,6451,2001026,4
cd64,4,13,12.984321420948277,1000000,20256,2000626,4
beap_search,6,21,22.583872367313433,1000000,68251,2000002,4
cd4,6,21,15.668873929895835,1000000,16079,2000026,4
cd16,6,21,15.261107664040404,1000000,32389,1999999,4
cd64,6,21,15.689906912650304,1000000,65125,2000039,4
beap_search,8,29,25.769852412881356,1000000,74555,2000002,4
cd4,8,29,18.635648663209878,1000000,29205,2000010,4
cd16,8,29,17.191435350681814,1000000,59640,2000009,4
cd64,8,29,17.481449336046513,1000000,118940,2000055,4
beap_search,10,37,32.33177232638298,1000000,115053,2000000,4
cd4,10,37,24.775234842786883,1000000,65815,1999999,4
cd16,10,37,23.121263638,1000000,144993,2000000,4
cd64,10,37,22.776456250454547,1000000,207323,2000003,4
beap_search,12,45,36.33661289738095,1000000,129665,2000001,4
cd4,12,45,28.624700896236508,1000000,87411,2000005,4
cd16,12,45,26.382159742347312,1000000,191083,2000001,4
cd64,12,45,25.598834656271187,1000000,321423,2000002,4
beap_search,22,85,42.10714876666667,1000000,203708,2000000,4
cd4,22,85,40.17467132157894,1000000,180404,2000002,4
cd16,22,85,37.64017462225,1000000,408601,2000000,4
cd64,22,85,38.44610758829017,1000000,754466,2000003,4
beap_search,4,13,15.801732852315789,1000000,24731,2000000,5
cd4,4,13,12.659568805126051,1000000,3199,2000167,5
cd16,4,13,12.638063823212278,1000000,7455,2000105,5
cd64,4,13,12.92809726948865,1000000,23535,2000514,5
beap_search,6,21,18.29357460621951,1000000,54119,1999999,5
cd4,6,21,13.978208826574074,1000000,14646,2000018,5
cd16,6,21,13.540166923873873,1000000,29715,2000078,5
cd64,6,21,13.83780398387475,1000000,76195,2000005,5
beap_search,8,29,22.927561618333336,1000000,96233,2000000,5
cd4,8,29,16.812321178777776,1000000,33871,2000002,5
cd16,8,29,16.606449912197803,1000000,73304,1999999,5
cd64,8,29,16.369403392282607,1000000,116474,2000035,5
beap_search,10,37,23.64612147796875,1000000,58343,1999999,5
cd4,10,37,17.192324088863636,1000000,23856,2000009,5
cd16,10,37,16.30624963508782,1000000,48803,2000073,5
cd64,10,37,15.96075147,1000000,117802,2000004,5
beap_search,12,45,28.137786656666663,1000000,94295,2000000,5
cd4,12,45,21.814576808405796,1000000,54483,1999999,5
cd16,12,45,19.66085258402597,1000000,116635,2000022,5
cd64,12,45,20.58265777150685,1000000,237465,2000000,5
beap_search,22,85,38.55080629384615,1000000,143848,2000212,5
cd4,22,85,34.17780810931818,1000000,139582,2000217,5
cd16,22,85,34.43081557590909,1000000,329035,2000218,5
cd64,22,85,32.23667657319149,1000000,633298,2000233,5
