solved,solution,programs,time,program_probability
False,,31,366.14147205802146,6.2551469104384065e-09
False,,52,352.8165461999597,8.48885447235261e-12
False,,201,885.5359594050096,1.2365658791613747e-12
False,,166,369.7755512200529,3.443064208114503e-09
False,,330,377.4597282439936,1.1320767183850364e-11
False,(str2int var0),8,0.00950712407939136,0.00013396787254437047
False,,66,357.4145294269547,7.888006148640305e-11
False,,28,576.176226317999,4.946268462913963e-12
False,,53,373.3642270620039,3.615208059324066e-09
False,,995,315.53880912199384,1.3417230520933776e-11
False,,93,314.2501183929853,7.895947676006544e-12
False,,84,367.2955989239854,4.430049359650563e-09
False,,133,894.6967180020292,4.223008322959259e-12
False,,101,858.1453335270053,4.223008322959259e-12
False,,106,544.4132528649643,3.822036615627098e-12
False,,83,791.0559516259818,4.4393588893183715e-12
False,,36,720.1012943250244,2.3191495487448673e-12
False,,24,416.26493815204594,4.946268462913963e-12
False,,46,1149.3407582390355,2.8296266463223187e-12
False,,93,419.9075897790026,5.886113009449132e-11
False,,31,424.10898664197885,5.2373907728468244e-12
False,,37,509.35579392901855,2.0667802425014095e-09
False,,83,1266.1768026740174,3.8014885186058985e-11
False,,17,426.56413504999364,4.946268462913963e-12
False,,80,469.1871708300314,2.659387165478718e-12
False,,17,520.89098960103,4.946268462913963e-12
False,,4237,560.0712035819888,7.10845260623401e-12
