solved,solution,programs,time,program_probability
False,,1912,303.3309969470138,3.874493912599195e+23
False,,6525,300.06655509595294,1.2440085668188096e+24
False,,8191,326.191255080048,3.380732309993472e+19
False,(+ 1 (len (substr var0 (len var1) (* 3 3)))),9172,10.917838209075853,7.73563674060628e+23
False,,16278,300.59004562709015,5.188657497875986e+25
False,(str2int var0),6,0.0019766399636864662,130410.0
False,,14216,305.778686286998,1.5505914059975503e+27
False,,563,306.1548051208956,4.65563256481641e+21
False,(contains var0 var2),15,0.0453199059702456,74498643.0
False,,65947,300.2137159820413,8.766335371222784e+27
False,,5570,300.06704340688884,1.821900404203571e+28
False,,2245,301.07871123298537,1.0109138464796211e+23
False,,11262,313.8729829370277,1.3953924046652084e+24
False,,10040,300.42828740901314,1.661734065438126e+26
False,,2782,301.0183315339964,3.220836533212395e+23
False,(concat var1 (concat   var0)),956,2.4118165660183877,14829644592000.0
False,(concat var0 (concat   var1)),227,1.3480013199150562,18674367264000.0
False,,430,318.416716341977,8.70271989925045e+23
False,(substr (concat var0 var0) (* 2 4) (len var0)),1867,19.1969201649772,4.958841694019561e+21
False,,14897,300.1751724750502,6.383262119192514e+23
False,,309,302.6298337789485,5.3218481416121516e+20
False,,3991,301.6929701999761,1.9897748946803362e+36
False,,3221,312.0148143010447,7.677530051576882e+27
False,,288,300.0895236969227,3.108187440959328e+20
False,,8106,300.474866315024,6.204435073562833e+22
False,,331,300.7159813250182,5.3218481416121516e+20
False,,75300,300.09062512300443,4.0222469219626535e+29
False,,3914,300.4299528209958,1.7009001294990983e+24
False,(concat var0 (concat   var1)),940,2.3439495250349864,14829644592000.0
False,,2419,303.6576001920039,3.753573954478685e+30
False,,6595,301.22326743998565,1.5451531387872892e+24
False,,3221,311.6489860600559,7.677530051576882e+27
False,(at (concat   var0) var1),102,0.17333450994919986,315772584400.0
False,(substr (concat var0 var0) (+ var1 -1) (len var0)),1043,135.31352189695463,2.8658715288191904e+22
False,(substr var0 4 (+ 2 5)),95,0.528050207067281,1365317197440000.0
False,(substr (concat var0 var0) (- (len var0) 3) (len var0)),9058,281.752749553998,7.19835158426944e+24
False,(substr var0 1 (firstindexof var0  )),615,5.756987107917666,2412967226880000.0
False,(len var0),4,0.00031143997330218554,43930.0
False,,299,300.579814599012,7.45191519831106e+21
False,,45873,300.0003621110227,2.6168386367217875e+25
False,(substr var0 1 (firstindexof var0  )),733,46.2986435610801,2412967226880000.0
False,,43824,300.0765227529919,1.3888515218142758e+30
False,(concat var1 (concat   var0)),956,2.3140649229753762,14829644592000.0
False,,4193,300.07614567806013,2.8895672558569485e+28
False,,28066,300.98340020899195,9.078918094229653e+28
False,,15702,302.2647575989831,3.0430933210902954e+29
False,(substr (concat   var0) 1 4),425,28.534592647920363,2303684290880000.0
False,,9703,302.4642846439965,8.085851832505197e+29
False,,1723,302.28015455801506,1.675430362865185e+31
False,,14722,300.0030806680443,1.5757633444066015e+27
False,,120,340.1990047049476,0.0
False,,4247,305.0989201219054,3.2294977419034965e+20
False,,10651,303.50024050695356,1.2504075088731166e+24
False,,9375,301.0203734950628,1.4603117980224907e+28
False,,75906,301.6468150028959,1.1372809867886606e+28
False,,325,324.69274093501735,1.5863184507888e+18
False,,64136,301.0021059939172,2.786090407202403e+31
False,,7109,302.90763269294985,4.75302302546422e+25
False,,610,305.6104372100672,1.2123094767867215e+23
False,,3494,308.90274365397636,1.776940387304274e+23
False,,63363,300.65662820404395,5.957618822305459e+21
False,,417,314.0142473638989,2.261420704301301e+25
False,,4420,303.4013566110516,3.889106366723699e+30
False,,620,300.12002320808824,2.0388054387790326e+26
False,,910,302.1531782289967,1.1991898889918615e+33
False,,306,303.09547760605346,1.226803251029148e+18
False,,751,307.523806178011,2.8984756464695324e+29
False,,45656,300.26519867090974,3.082078024603593e+25
False,,509,300.51148581900634,4.729739075679592e+21
False,,10219,302.0236290709581,6.646156526150705e+22
False,,3506,301.4335165990051,1.5364553494816508e+27
False,(substr (concat   var0) 1 4),332,2.733234666986391,2303684290880000.0
False,,12352,301.6719852889655,1.8462933367097918e+32
False,,10719,300.3219819619553,2.2556956935049448e+23
False,,16449,300.4060628070729,5.848793545863951e+26
False,,6705,308.0216303119669,3.057232002029324e+24
False,,936,300.9318331639515,7.845755367604999e+23
False,,1999,301.50843189901207,9.044382996063937e+23
False,,14318,300.01464537298307,4.099569177567153e+32
False,,3203,300.5100589370122,9.64490513275789e+21
False,(+ -1 (+ -1 (+ -1 (len var1)))),325,0.44785192096605897,4.277855944268352e+19
False,,10219,301.22570197400637,6.646156526150705e+22
False,,2347,300.33327843702864,1.5294925117619872e+24
False,,62627,301.9722026339732,1.9444686765981677e+26
False,,11100,300.8073718260275,1.1854586141167967e+23
False,,10205,300.5002439339878,8.927790241472444e+23
False,,9761,301.45810836192686,1.1819875475952137e+30
False,(concat var1 (concat   var0)),1541,19.46403293905314,14829644592000.0
False,(substr (concat var0 var0) var1 (len var0)),173,3.8134259809739888,2.0135117393272e+17
False,(concat var1 (concat   var0)),1541,19.394198133028112,14829644592000.0
False,(contains var0 var1),4,0.012484198086895049,52706700.0
False,,7955,300.1967468849616,1.8052250189373943e+23
False,,3914,301.7121506789699,1.7009001294990983e+24
False,,462,312.75121245207265,1.2123094767867215e+23
False,,513,300.4618300839793,7.313278401855121e+29
False,,45650,300.43710480607115,1.4045821797720448e+31
False,,458,304.2573963290779,2.0682567861482957e+29
False,,3996,303.9821145699825,1.7009001294990983e+24
False,(substr (replace var0 (at var0 1) var0) 1 var1),2554,199.7676054709591,4.962494544833717e+21
False,(- (len var0) var2),68,0.03489771706517786,7425048600.0
False,(suffixof var0 var1),2,0.0003809070913121104,0.0
False,(substr var0 4 (+ 2 5)),104,5.639783671009354,1365317197440000.0
False,,2311,305.037691237987,1.8688197971279307e+26
False,(suffixof var0 (at var0 (firstindexof var0 (at overhead 1)))),24,5.370922232978046,0.0
False,,52301,301.41539432900026,8.662758618072574e+25
False,,9513,301.90346388099715,3.792104043388865e+24
False,,20746,302.0941408619983,1.0621887285999184e+29
False,,2455,300.32676270604134,4.1431167293809114e+33
False,,12736,300.7869160659611,6.944472847568264e+26
False,(substr (concat var0 var0) (+ 1 (firstindexof var0  )) (len var0)),1404,53.67749943397939,3.1136397861762725e+27
False,,10682,300.2104020960396,1.1565925440451167e+29
False,,729,307.1650525210425,3.575555103705819e+27
False,,14398,300.1933364740107,3.0402471065477346e+25
False,,4420,300.6334474940086,3.889106366723699e+30
False,(suffixof (at var0 1) (at var1 1)),10,0.025460689095780253,0.0
False,,11262,305.5631195709575,1.3953924046652084e+24
False,,358,303.1112304319395,5.3218481416121516e+20
False,(+ 1 (indexof var0 _ (* var1 (+ var1 (+ var1 var1))))),61968,125.23302553000394,9.418707295302573e+28
False,,14879,301.3849511529552,8.749694934456588e+21
False,,812,303.80935053003486,9946097141680000.0
False,(concat var0 (concat   var1)),940,2.400908146984875,14829644592000.0
False,(concat var0 (concat   var1)),1543,20.499180366052315,14829644592000.0
False,(substr var0 1 (firstindexof var0  )),733,46.07230958901346,2412967226880000.0
False,(* (+ 1 1) (len (at var0 (firstindexof var0 var1)))),1158,12.962904002983123,1.1072596716390382e+23
False,(contains var0 var2),6,0.03832516702823341,74498643.0
False,(concat var0 (concat   var1)),1525,19.063498079078272,14829644592000.0
False,,3961,302.2120057679713,1.5654892692329833e+24
False,,2466,300.89017497200985,4.7382583122171524e+30
False,,3855,300.3413127049571,6.728162569378992e+22
False,(substr (concat var0 var0) (+ 1 (firstindexof var0  )) (len var0)),1404,55.139646683004685,3.1136397861762725e+27
False,,1073,304.59144329000264,1.536369613116025e+22
False,,3221,310.7242826310685,7.677530051576882e+27
False,,46504,300.57914550206624,1.303949268427155e+25
False,(replace var0 (replace var0 var2 var0) var1),3688,242.15620292606764,2.695286742511038e+18
False,(replace (replace var0 var1 ) var1 ),874,39.31079664290883,2.5662452590512e+18
False,(substr var0 4 (+ 2 5)),104,5.6419252989580855,1365317197440000.0
False,,297,302.0981871440308,3.108187440959328e+20
False,(contains var0 9999999),4,0.047237157938070595,56538600.0
False,(substr (concat   var0) 1 4),425,28.770877548959106,2303684290880000.0
False,(substr var0 4 (+ 2 5)),95,0.5470434490125626,1365317197440000.0
False,,3203,300.0953765930608,9.64490513275789e+21
False,,110633,300.0293686649529,1.5387522551277658e+26
False,,9291,301.64993316691834,5.135149027451881e+27
False,,17471,300.4558346059639,1.2300745941865908e+32
False,,5313,300.00530910200905,4.128732684324904e+24
False,,64136,301.5488643500721,2.786090407202403e+31
False,,4445,300.6222814269131,6.374922763366994e+30
False,,70113,300.22119118995033,9.658883469830777e+22
False,,14911,300.0272462980356,4.22810491219536e+17
False,,988,306.6286176329013,1.8335373032975782e+24
False,,3221,305.62330345006194,7.677530051576882e+27
False,,1723,302.47334475803655,1.675430362865185e+31
False,,812,302.12713424197864,9946097141680000.0
False,,9103,303.1586746099638,3.969034340561777e+20
False,(substr (concat   var0) 1 (* 2 2)),503,6.189367573009804,2.6102059284278505e+19
False,,4901,300.4602199709043,4.020478259894564e+27
False,,4487,300.44041506096255,7.994504672269824e+25
False,(substr (replace var0 (at var0 3) var0) 3 (len var0)),2099,118.94076036894694,6.550050188133175e+23
False,,50377,300.16995663091075,7.966718347176503e+21
False,,3601,300.4893231270835,6.249794389679107e+24
False,,3221,310.8211812309455,7.677530051576882e+27
False,(substr var0 1 (firstindexof var0  )),615,5.66496428498067,2412967226880000.0
False,(substr (concat var0 var0) (+ 1 (firstindexof var0  )) (len var0)),1918,116.24564545392059,3.1136397861762725e+27
False,,27891,300.34079088189173,2.9671792204931386e+34
False,(substr (concat var0 var0) (* 2 4) (len var0)),3027,212.20675335708074,4.958841694019561e+21
False,(contains var0 var3),6,0.03785985091235489,74498643.0
False,,7,800.4343184999889,1.18653900004631e+31
False,,2460,303.72905746195465,3.954791150950228e+24
False,(replace var0 (lower var0) var1),947,6.195296013960615,22680130410000.0
False,,643,302.4508993549971,53207933016000.0
False,,5472,300.0053607529262,2.1953196207307624e+24
False,,3301,303.2393941980554,2.298251736640255e+25
False,,441,302.05535899393726,8.70271989925045e+23
False,,65912,300.0666043550009,1.3004508030756847e+23
False,(substr (concat var0 var0) (+ 1 (firstindexof var0  )) (len var0)),1918,108.63749351596925,3.1136397861762725e+27
False,(substr (concat var0 var0) (* 2 4) (len var0)),1867,18.230777635006234,4.958841694019561e+21
False,,28884,300.44820683298167,1.2778702830586118e+27
False,,316,312.8488211319782,1.1526118501150132e+26
False,,3301,305.04272548796143,2.298251736640255e+25
False,,5855,313.83110171800945,1.7805848670872294e+23
False,,66210,300.38652625703253,2.3554779020989503e+25
False,,10648,301.0558331320062,1.0230407609052367e+24
False,,55078,300.12779693794437,2.7781181156846264e+31
False,,4158,304.380870284047,2.7347014624454995e+26
False,,74040,300.6083272260148,4.160361473940924e+20
False,,47379,300.01137173804455,1.691261561191453e+32
False,,48519,300.0529075989034,9.676281113052015e+31
False,,10648,300.84241217491217,1.0230407609052367e+24
False,,35817,300.1701518991031,2.595923403276111e+32
False,(substr (replace var0 (at var0 3) var0) 3 (len var0)),2099,111.47282343509141,6.550050188133175e+23
False,(suffixof var0 (at var0 (str2int (concat 4 2)))),8,35.02877101406921,0.0
False,,10562,304.182486952981,1.3953924046652084e+24
False,,36296,301.0298686559545,1.1919370688320392e+24
False,,756,301.98907579202205,2.8170280687705694e+27
False,,954,320.69947283901274,9.372284975633599e+27
False,(substr (concat var0 var0) (* 2 4) (len var0)),3027,200.65161139296833,4.958841694019561e+21
False,(replace var0 (replace var0 var2 var1) var1),4568,231.27451639296487,2.695286742511038e+18
False,,381,304.49142272397876,8.70271989925045e+23
False,(substr (concat   var0) 1 var1),236,6.058194348937832,2437022972456800.0
False,,3333,303.33392962801736,6.482694987216e+17
False,,3544,320.54671049595345,3.273317918460908e+27
False,,30078,300.4280362849822,4.89140997222528e+18
False,(replace var0 - ),31,0.49542794201988727,28236456000.0
False,,22788,300.2078926580725,9.932301159513498e+27
False,(suffixof var0 var1),2,0.0005605260375887156,0.0
