solved,solution,programs,time,program_probability
False,,236,301.8417612769408,4041.2153997571518
False,,1688,303.9365679079201,10311.661104778119
False,,18513,300.2019253759645,35625.58624639606
False,,398,302.8069947939366,7263.736056646474
False,,18912,303.0613219049992,16992.49967786872
False,(str2int var0),1,0.0005683249328285456,0.5369416021490014
False,,3290,304.70119067898486,3136.0318421746306
False,,1140,306.1337024960667,9679.818739631486
False,(< -1 (firstindexof var0 var2)),5,0.27515849098563194,48.882281570104084
False,,19865,301.31249544909224,4627.135597282172
False,,1829,301.20766148297116,4788.342715355657
False,,230,329.57938565604854,3545.6340746874776
False,,8881,301.83408003195655,5508.401156042868
False,,9001,310.5228126439033,1393.1557493498888
False,,3267,336.7257142299786,28213.58197460745
False,(concat var1 (concat   var0)),324,4.631792827975005,974.3596010520845
False,(concat (concat var0  ) var1),149,4.295060383970849,1223.7548169444522
False,,756,306.5606116859708,9679.815096272243
False,,1345,300.96279332600534,7668.389682906789
False,,3341,337.79357477801386,3163.678485657855
False,,626,326.4346324489452,11921.826065730063
False,,80,326.5225252789678,10114.127605255953
False,,8547,310.8397851319751,4447.389645211468
False,,533,327.89596161211375,11921.826065730063
False,,6203,307.8618802310666,12410.576933734557
False,,547,321.04241557698697,11921.826065730063
False,,43864,304.90224453702103,7685.454892531516
False,,9647,303.90429895196576,4331.653212174877
False,(concat (concat var0  ) var1),321,4.602489383076318,974.3598663752522
False,,2706,303.88405757490546,12635.58048979607
False,,602,311.83450519805774,2036.622901909092
False,,8547,307.4840986710042,4447.389645211468
False,(at (concat   var0) var1),30,0.028334261034615338,117.0391714187804
False,,2857,303.88997947704047,6272.129785926476
False,(substr var0 4 (+ 2 5)),1336,276.2305794019485,6645.827178041124
False,,2634,300.33207320899237,16936.10917391263
False,(substr var0 1 (firstindexof var0  )),938,8.389867375022732,3875.7419446046842
False,(len var0),4,0.0026876990450546145,18.69475524884441
False,,562,322.02557406993583,11921.826065730063
False,,17938,310.6965734299738,8926.954169503295
False,(substr var0 1 (firstindexof var0  )),1105,16.224569826037623,3875.7419446046842
False,,3538,307.36799857998267,7125.9424880035285
False,(concat var1 (concat   var0)),324,4.6253239759244025,974.3598663752523
False,,9243,323.1930405739695,18009.829050621258
False,,2370,306.85246473096777,7125.9424880035285
False,,23599,305.8674618509831,10007.507712527262
False,(substr (concat   var0) 1 4),918,72.50813932099845,3790.5793369805065
False,,9022,304.2080048719654,210.1607426429526
False,,1593,313.52122333005536,22366.11784816009
False,,3294,301.4680030340096,3140.8842640039197
False,,82,346.34594674105756,4062.8350014740986
False,,8165,301.4969944698969,34838.53001142876
False,,18079,308.73535425402224,19620.21736827717
False,,1568,303.6807813619962,7090.512523569673
False,,43864,301.52882682706695,7685.454892531516
False,,284,355.7887411360862,14960.877261112773
False,,14776,300.021167324041,4670.943046764511
False,,3620,305.2509468230419,7372.697735882477
False,,1235,301.8708887430839,14115.776428718611
False,,11956,300.5439503749367,471.7046799696474
False,,80398,301.25303966202773,3562.83028322891
False,(replace (replace var0   -)   -),348,204.84324455598835,17148.984744569403
False,,1018,306.4968694810523,5439.614471331537
False,,472,300.46134505805094,15158.937115429384
False,,42,483.60807321604807,20653.22033421668
False,,562,307.06138562993146,7746.634730653824
False,,1506,315.5783002169337,23729.516201845934
False,,17922,310.4984630229883,3562.3026076197666
False,,426,309.9152978770435,12635.57949063557
False,,7564,302.35815424192697,30128.112489844454
False,,1359,303.1374180499697,3379.8237357799385
False,(substr (concat   var0) 1 4),796,69.07785809703637,3790.5784111800494
False,,1590,312.9580417990219,6808.206561538931
False,(replace (replace var0 - .) - .),6323,159.72996049909852,30013.49723965201
False,,5850,313.9557926750276,8331.540279925242
False,,2187,310.26218789292034,14269.272408951514
False,,1916,303.00128507998306,12635.57949063557
False,,4680,300.5939804210793,23729.516201845934
False,,3298,302.39652231906075,3136.0318421746306
False,,9088,302.3028140149545,2611.001903916731
False,(indexof var1 (at var0 1) (- 1 -1)),85,53.759695842978545,5285.297516044067
False,,9001,306.51752771798056,1393.1558595139059
False,,1823,301.3244665270904,18018.401649900312
False,,79793,304.6973483050242,5160.405814232902
False,,3989,300.2924196339445,6212.134662663758
False,,9001,302.02252431202214,1393.1558595139059
False,,2523,312.77549305697903,8331.540279925242
False,(concat var1 (concat   var0)),425,5.650268089026213,974.3598663752523
False,,425,308.26647575292736,11616.762971260705
False,(concat var1 (concat   var0)),425,5.7293070630403236,974.3598663752523
False,(< -1 (firstindexof var0 var1)),4,0.06376941595226526,34.59839955759826
False,,23552,317.21117887599394,19575.19582151452
False,,9647,303.6998802089365,4331.653212174877
False,,907,307.66090018791147,13768.870297348363
False,,1849,323.31855453993194,10554.226876859484
False,,17938,310.6359033569461,8926.954169503295
False,,825,303.4389754459262,9679.81797419831
False,(replace (replace var0 - .) - .),8668,230.43197031493764,30013.49723965201
False,,1989,301.97832105099224,17990.362306000712
False,(- (len var0) var2),40,0.9533929110039026,305.28572281146256
False,(suffixof var0 var1),3,0.009546571993269026,48.65137417207198
False,(substr var0 4 (+ 2 5)),1714,290.4889452860225,6645.827134015421
False,,157,302.8978361359332,4429.232083596778
False,(< (firstindexof var0 overhead) 0),10,0.05144814494997263,46.1522987552599
False,,47708,304.15880993998144,5978.487836914633
False,,8519,301.286840885994,30128.112489844447
False,,2338,302.22422971297055,4017.7013327182926
False,,1725,304.20270419400185,7746.63703382199
False,,1598,315.0471125600161,4485.645990136684
False,,465,305.7792266430333,3386.707285712727
False,(replace (replace var0 - .) - .),6323,156.0971961839823,30013.49723965201
False,,1767,304.31420732603874,8477.395348261232
False,,3234,300.15594691899605,7455.279618312909
False,,897,301.4575902239885,2505.849101807445
False,(< -1 (firstindexof var0 var1)),4,0.28012149897404015,48.88223762908831
False,,8713,301.8869458809495,5279.061773922387
False,,692,305.78231765399687,12432.997791794296
False,,210,341.3796321679838,6409.01299218513
False,,3341,341.6696987861069,3163.678485657855
False,,2209,310.83030505210627,13849.46784992272
False,(concat (concat var0  ) var1),321,4.3086646780138835,974.3598663752522
False,(concat (concat var0  ) var1),422,5.144180725095794,974.3598663752522
False,(substr var0 1 (firstindexof var0  )),1105,15.055221247952431,3875.7419446046842
False,,143,327.5968043410685,7533.985517842195
False,(< -1 (firstindexof var0 var1)),3,0.2423388040624559,48.88224360468416
False,(concat (concat var0  ) var1),422,5.005774489953183,974.3596010520845
False,,953,300.5646600810578,2034.599222003764
False,,1787,309.13688845396973,12076.229144925224
False,,950,301.89779553189874,5876.273517370419
False,,477,333.49889380694367,1834.8710899175496
False,,50,306.8533978580963,7373.432754510334
False,,9184,300.4973524149973,33081.51471377806
False,,19754,318.883253644919,5714.391179114635
False,,2570,300.2886512600817,4778.8462706206055
False,,1119,311.2468154169619,7908.182360546406
False,(substr var0 4 (+ 2 5)),1714,262.1231205429649,6645.827134015421
False,,595,310.4362380510429,13177.354797743648
False,(< -1 (firstindexof var0 9999999)),4,0.03665688494220376,36.947920445844666
False,(substr (concat   var0) 1 4),918,65.85572810308076,3790.5793369805065
False,(substr var0 4 (+ 2 5)),1336,248.70137256302405,6645.827178041124
False,,9382,305.61386442603543,3754.0369807738657
False,,80774,300.14667966298293,6552.164504350867
False,,1044,302.5692414980149,6942.029803440213
False,,1899,306.920363727957,5527.275717843361
False,,5686,301.2832920519868,8505.7796521323
False,,14937,307.9289423979353,5714.390576858702
False,,5292,305.1821647780016,6710.892764721426
False,,20173,306.99328649498057,5714.391179114635
False,,48425,300.70229709509294,965.4682348954514
False,,2851,314.4673815089045,13849.46784992272
False,,9184,304.38795802299865,33081.51471377806
False,,1622,302.57432062306907,12076.229144925224
False,,2209,306.4067377219908,13849.46784992272
False,,4466,306.5888983559562,16936.10779021998
False,,558,316.00269049196504,288.63195613159985
False,,1454,301.87429572001565,16366.123389382357
False,,5292,303.2315145499306,6710.896952884003
False,,1402,305.43826724705286,9295.960287099437
False,,24759,303.06106031197123,15057.343614703988
False,,4553,309.7651236889651,5569.428374650615
False,,9184,303.27083726204,33081.51471377806
False,(substr var0 1 (firstindexof var0  )),938,7.682112873066217,3875.7415256964923
False,,477,301.9012448269641,2260.097563334554
False,,2430,311.77669198298827,3250.2545210453077
False,,1869,313.34282220399473,2276.534290811204
False,(< -1 (firstindexof var0 var3)),5,0.2475594189018011,48.882319535618926
False,,5,1661.702143047005,54338.533093998005
False,(replace var0 (replace that var0 (upper var0)) ),1535,82.73920071602333,6302.799874319862
False,(replace var0 (lower var0) var1),276,5.958911263966002,1083.531286422367
False,,1407,314.57419286097866,25362.207960953212
False,,5888,301.1307358869817,13291.239811764312
False,,9656,302.0530298529193,10987.690254809984
False,,410,367.24001701094676,2746.0183172460765
False,,17643,302.59833887801506,3509.3548522736533
False,,481,316.3273307160707,1834.8710899175496
False,,1504,310.8112843259005,2894.982607297616
False,,2613,326.39555052202195,8006.223465256702
False,,569,315.8199254729552,12635.57949063557
False,,9656,303.7015351339942,10987.690254809984
False,,7836,301.2961410920834,21273.939373609006
False,,17643,300.24171932798345,3509.3548522736533
False,,9256,301.0731444080593,8328.705835549124
False,,55324,300.2423185170628,9502.87898296637
False,(replace (replace var0 - .) - .),8668,197.5193762370618,30013.49723965201
False,,22215,300.72036572301295,8917.600536708602
False,,3617,301.3930019909749,7908.188098452391
False,,19754,310.0819395110011,5714.391179114635
False,,9256,306.29823489103,8328.711405343198
False,,5312,302.01153790496755,3250.2545210453077
False,,1414,304.331984763965,4002.225914620442
False,(< (len var0) (str2int (concat 4 4))),8,15.565064623951912,145.41212456941147
False,,9256,304.3178249580087,8328.711405343198
False,,5312,302.3149048750056,3250.2545210453077
False,,1597,310.09933920006733,17830.183464108177
False,,1106,338.99238605692517,19101.91504788932
False,,1873,301.8383424979402,9295.960287099437
False,,3305,306.476157110068,4582.361115935296
False,(replace (replace var0 - ) - ),342,184.1005781129934,17148.984744569403
False,(substr (concat   var0) 1 var1),873,30.634224594105035,4019.1051402279563
False,,9656,304.9251970599871,10987.690254809984
False,,1646,303.2815823550336,4002.2288724586665
False,,2613,326.9878736230312,8006.223465256702
False,(replace var0 - ),25,0.03587849100586027,198.713352930365
False,,2488,324.6107185250148,10055.489478982468
False,(suffixof var0 var1),3,0.008755835006013513,48.651367178263285
